28	1076	271	10	1267	229	303	584	118	1631	371	5491	781	102	42	24	110	0	2	3	79	0	62	96	106	3454	12	12515	7384	1619	862	53	40	176	8	24	0	104	38
29	246	261	16	419	90	501	3	144	547	230	3374	134	27	21	14	38	3	42	11	62	0	53	1	2	9	11901	12	170	111	139	45	50	54	4	32	0	101	16
30	266	68	13	416	34	29	263	0	71	22	205	29	10	1	1	8	0	0	1	12	0	53	52	209	1472	7386	150	22	669	247	89	47	81	6	15	0	93	18
31	671	191	9	1258	225	43	495	0	134	28	168	2	5	11	2	13	0	1	3	52	0	303	34	51	3037	1557	108	664	22	1426	26	34	102	7	14	0	132	27
32	1	0	1	35	124	147	325	0	621	72	246	39	32	27	30	103	2	0	27	353	0	194	61	82	896	858	141	254	1421	0	22	47	159	28	11	0	235	142
33	19	11	2	17	7	6	20	0	3	1	6	0	1	0	0	0	0	0		1	0	11	8	34	164	25	33	33	9	38	0	18	45	6	28	0	13	3
34	184	50	3	374	54	13	143	0	21	7	24	0	0	1	0	2	0	0	1	6	0	9	26	18	895	35	38	34	32	45	28	0	1272	84	85	0	54	7
35	845	172	12	1317	252	38	427	0	84	12	89	0	1	1	1	10	0	0	8	43	0	13	54	53	3248	99	44	67	121	150	91	1193	3	1554	1193	0	167	22
36	62	9	0	49	11	3	33	0	4		4	0	0	2	1	0	0	0	0	4	0	0	2	2	176	6	2	5	8	25	4	69	1612	3	220	0	6	2
37	0	0	0	0	7	16	45	0	17	5	30	1	0	0	0	0	0	0	0	0	0	0	23	23	157	24	32	15	14	11	58	85	1199	218	0	0	21	1
38	322	74	7	345	53	23	215	0	28	7	26	3	2	2	3	16	0	2	23	364	0	658	65	85	1297	24	43	691	182	143	1052	842	1284	87	300	10339	2946	380
39	720	264	14	974	97	32	358	0	167	27	50	3	11	7	4	35	0	2	16	164	0	660	64	100	2727	69	84	97	124	234	71	45	149	13	21	2890	0	55
40	93	10	2	39	3	1	31	0	24	2	1	1	7	3	7	22	0	4	8	67	0	414	9	35	254	28	19	20	51	146	10	16	39	0	1	492	113	0
